time_s,reference_heading_deg,actual_heading_deg,heading_error_deg
0.672,-29.57,-26.40,-3.17
0.704,-19.62,-20.00,0.38
0.736,-12.57,-17.23,4.66
0.768,-7.52,-13.78,6.26
0.800,-3.84,-12.00,8.16
0.832,-1.09,-9.83,8.74
0.864,0.99,-8.78,9.78
0.896,2.61,-7.29,9.89
0.928,3.86,-6.57,10.44
0.960,4.83,-6.98,11.81
0.992,5.60,-7.35,12.95
1.024,6.23,-7.76,13.99
1.056,6.78,-7.02,13.80
1.088,7.26,-6.39,13.65
1.120,7.68,-5.73,13.40
1.152,8.03,-5.15,13.18
1.184,8.34,-4.50,12.84
1.216,8.61,-3.97,12.58
1.248,8.86,-3.48,12.34
1.280,9.08,-2.99,12.07
1.312,-105.10,-2.53,-102.56
1.344,-105.12,-5.37,-99.75
1.376,-105.12,-7.96,-97.16
1.408,-105.12,-10.56,-94.56
1.440,-105.12,-13.15,-91.97
1.472,-105.12,-15.75,-89.37
1.504,-105.12,-18.35,-86.76
1.536,-105.12,-20.96,-84.16
1.568,-105.12,-23.56,-81.56
1.600,-105.12,-26.16,-78.96
1.632,-105.12,-28.76,-76.36
1.664,-105.12,-31.36,-73.76
1.696,-105.12,-33.95,-71.17
1.728,-105.12,-36.55,-68.57
1.760,-105.12,-39.14,-65.98
1.792,-105.12,-41.73,-63.39
1.824,-105.12,-44.31,-60.81
1.856,-105.12,-46.90,-58.22
1.888,-105.12,-49.48,-55.64
1.920,-105.12,-52.07,-53.05
1.952,-105.12,-54.65,-50.47
1.984,-105.12,-57.23,-47.89
2.016,-105.12,-59.81,-45.31
2.048,-105.12,-62.39,-42.73
2.080,-105.12,-64.97,-40.15
2.112,-105.12,-67.55,-37.57
2.144,-105.12,-70.13,-35.00
2.176,-105.12,-72.70,-32.42
2.208,-105.13,-75.28,-29.84
2.240,-105.13,-77.86,-27.27
2.272,-105.13,-80.43,-24.69
2.304,-105.36,-80.15,-25.21
2.336,-105.35,-82.73,-22.62
2.368,-105.56,-82.30,-23.26
2.400,-105.78,-84.24,-21.54
2.432,-105.99,-84.47,-21.52
2.464,-106.19,-85.86,-20.33
2.496,-106.39,-86.40,-19.99
2.528,-106.58,-87.48,-19.11
2.560,-106.77,-88.23,-18.55
2.592,-106.96,-89.07,-17.89
2.624,-107.14,-89.81,-17.33
2.656,-107.31,-90.58,-16.73
2.688,-107.48,-91.30,-16.19
2.720,-107.65,-92.02,-15.63
2.752,-107.81,-92.70,-15.11
2.784,-107.97,-93.38,-14.59
2.816,-108.13,-94.03,-14.10
2.848,-108.28,-94.67,-13.62
2.880,-108.43,-95.28,-13.15
2.912,-108.58,-95.88,-12.69
2.944,-108.72,-96.47,-12.25
2.976,-108.86,-97.04,-11.82
3.008,-109.00,-97.59,-11.41
3.040,-109.13,-98.13,-11.00
3.072,-109.26,-98.65,-10.61
3.104,-109.39,-99.16,-10.22
3.136,-109.51,-99.66,-9.85
3.168,-109.63,-100.14,-9.49
3.200,-109.75,-100.61,-9.14
3.232,-109.86,-101.07,-8.79
3.264,-109.98,-101.51,-8.46
3.296,-110.08,-101.95,-8.14
3.328,-110.19,-102.37,-7.82
3.360,-110.29,-102.78,-7.52
3.392,-110.40,-103.18,-7.22
3.424,-110.49,-103.56,-6.93
3.456,-110.59,-103.94,-6.65
3.488,-110.68,-104.31,-6.37
3.520,-110.77,-104.67,-6.11
3.552,-110.86,-105.01,-5.85
3.584,-110.95,-105.35,-5.59
3.616,-111.03,-105.68,-5.35
3.648,-111.11,-106.00,-5.11
3.680,-111.19,-106.31,-4.88
3.712,-111.26,-106.61,-4.65
3.744,-111.34,-106.91,-4.43
3.776,-111.41,-107.19,-4.21
3.808,-111.47,-107.47,-4.01
3.840,-111.54,-107.74,-3.80
3.872,-105.43,-108.00,2.57
3.904,-102.48,-104.32,1.83
3.936,-100.80,-104.90,4.10
3.968,-99.71,-103.25,3.54
4.000,-98.98,-103.62,4.64
4.032,-98.44,-102.76,4.32
4.064,-98.05,-102.93,4.88
4.096,-97.75,-102.44,4.69
4.128,-97.51,-102.50,4.98
4.160,-97.33,-102.19,4.87
4.192,-97.17,-102.19,5.02
4.224,-97.05,-101.98,4.93
4.256,-96.94,-101.95,5.00
4.288,-96.85,-101.79,4.94
4.320,-96.78,-101.74,4.97
4.352,-96.71,-101.62,4.92
4.384,-96.65,-101.56,4.91
4.416,-96.59,-101.47,4.87
4.448,-96.54,-101.40,4.86
4.480,-96.50,-101.32,4.82
4.512,-96.45,-101.25,4.80
4.544,-96.41,-101.18,4.76
4.576,-96.37,-101.11,4.74
4.608,-96.34,-101.04,4.71
4.640,-96.30,-100.98,4.68
4.672,-96.27,-100.92,4.65
4.704,-96.23,-100.85,4.62
4.736,-96.20,-100.79,4.60
4.768,-96.16,-100.73,4.57
4.800,-96.13,-100.67,4.54
4.832,-96.10,-100.61,4.52
4.864,-96.06,-100.56,4.49
4.896,-96.03,-100.50,4.47
4.928,-96.00,-100.44,4.44
4.960,-95.97,-100.39,4.42
4.992,-95.93,-100.33,4.40
5.024,-95.90,-100.28,4.37
5.056,-95.87,-100.22,4.35
5.088,-95.84,-100.17,4.33
5.120,-95.81,-100.11,4.31
5.152,-95.77,-100.06,4.29
5.184,-95.74,-100.01,4.27
5.216,-95.71,-99.95,4.25
5.248,-95.68,-99.90,4.23
5.280,-95.64,-99.85,4.21
5.312,-95.61,-99.80,4.19
5.344,-95.58,-99.75,4.17
5.376,-95.54,-99.70,4.15
5.408,-95.51,-99.65,4.13
5.440,-95.48,-99.59,4.12
5.472,-95.44,-99.54,4.10
5.504,-95.41,-99.49,4.08
5.536,-95.38,-99.44,4.07
5.568,-95.34,-99.40,4.05
5.600,-95.31,-99.35,4.04
5.632,-95.28,-99.30,4.02
5.664,-95.24,-99.25,4.01
5.696,-95.21,-99.20,3.99
5.728,-95.17,-99.15,3.98
5.760,-95.14,-99.10,3.96
5.792,-95.10,-99.05,3.95
5.824,-95.07,-99.01,3.94
5.856,-95.03,-98.96,3.92
5.888,-95.00,-98.91,3.91
5.920,-94.96,-98.86,3.90
5.952,-94.92,-98.81,3.89
5.984,-94.89,-98.76,3.88
6.016,-94.85,-98.72,3.86
6.048,-94.82,-98.67,3.85
6.080,-94.78,-98.62,3.84
6.112,-94.74,-98.57,3.83
6.144,-94.70,-98.53,3.82
6.176,-94.67,-98.48,3.81
6.208,-94.63,-98.43,3.80
6.240,-94.59,-98.38,3.79
6.272,-94.55,-98.33,3.78
6.304,-94.51,-98.29,3.77
6.336,-94.47,-98.24,3.76
6.368,-94.43,-98.19,3.76
6.400,-94.39,-98.14,3.75
6.432,-94.35,-98.09,3.74
6.464,-94.31,-98.05,3.73
6.496,-94.27,-98.00,3.72
6.528,-94.23,-97.95,3.72
6.560,-94.19,-97.90,3.71
6.592,-94.15,-97.85,3.70
6.624,-94.11,-97.80,3.69
6.656,-94.06,-97.75,3.69
6.688,-94.02,-97.70,3.68
6.720,-93.98,-97.65,3.68
6.752,-93.93,-97.60,3.67
6.784,-93.89,-97.55,3.66
6.816,-93.84,-97.50,3.66
6.848,-93.80,-97.45,3.65
6.880,-93.75,-97.40,3.65
6.912,-93.70,-97.35,3.64
6.944,-93.66,-97.30,3.64
6.976,-93.61,-97.25,3.64
7.008,-93.56,-97.19,3.63
7.040,-93.51,-97.14,3.63
7.072,-93.46,-97.09,3.62
7.104,-93.41,-97.03,3.62
7.136,-93.36,-96.98,3.62
7.168,-93.31,-96.93,3.62
7.200,-93.26,-96.87,3.61
7.232,-93.21,-96.82,3.61
7.264,-93.15,-96.76,3.61
7.296,-93.10,-96.71,3.61
7.328,-93.04,-96.65,3.61
7.360,-92.99,-96.59,3.61
7.392,-92.93,-96.54,3.61
7.424,-92.87,-96.48,3.61
7.456,-92.81,-96.42,3.61
7.488,-92.75,-96.36,3.61
7.520,-92.69,-96.30,3.61
7.552,-92.63,-96.24,3.61
7.584,-92.57,-96.18,3.61
7.616,-92.50,-96.12,3.61
7.648,-92.44,-96.05,3.61
7.680,-92.37,-95.99,3.62
7.712,-91.60,-95.92,4.33
7.744,-91.23,-95.32,4.09
7.776,-91.03,-95.40,4.37
7.808,-90.89,-95.09,4.20
7.840,-90.79,-95.11,4.32
7.872,-90.71,-94.92,4.21
7.904,-90.65,-94.90,4.25
7.936,-90.60,-94.77,4.17
7.968,-90.55,-94.73,4.17
8.000,-90.51,-94.63,4.11
8.032,-90.48,-94.58,4.10
8.064,-90.45,-94.49,4.05
8.096,-90.41,-94.44,4.02
8.128,-90.38,-94.37,3.98
8.160,-90.36,-94.31,3.95
8.192,-90.33,-94.24,3.91
8.224,-90.30,-94.18,3.88
8.256,-90.27,-94.12,3.84
8.288,-90.25,-94.06,3.81
8.320,-90.22,-94.00,3.78
8.352,-90.20,-93.95,3.75
8.384,-90.17,-93.89,3.72
8.416,-90.15,-93.83,3.69
8.448,-90.12,-93.78,3.66
8.480,-90.10,-93.72,3.63
8.512,-90.07,-93.67,3.60
8.544,-90.05,-93.62,3.57
8.576,-90.02,-93.57,3.54
8.608,-90.00,-93.51,3.52
8.640,-89.97,-93.46,3.49
8.672,-89.95,-93.41,3.47
8.704,-89.92,-93.36,3.44
8.736,-89.90,-93.32,3.42
8.768,-89.87,-93.27,3.39
8.800,-89.85,-93.22,3.37
8.832,-89.82,-93.17,3.35
8.864,-89.80,-93.13,3.33
8.896,-89.77,-93.08,3.31
8.928,-89.75,-93.03,3.29
8.960,-89.72,-92.99,3.27
8.992,-89.70,-92.94,3.25
9.024,-89.67,-92.90,3.23
9.056,-89.65,-92.86,3.21
9.088,-89.62,-92.81,3.19
9.120,-89.60,-92.77,3.17
9.152,-89.57,-92.73,3.15
9.184,-89.55,-92.68,3.14
9.216,-89.52,-92.64,3.12
9.248,-89.50,-92.60,3.10
9.280,-89.47,-92.56,3.09
9.312,-89.45,-92.52,3.07
9.344,-89.42,-92.48,3.06
9.376,-89.40,-92.44,3.04
9.408,-89.37,-92.39,3.03
9.440,-89.34,-92.35,3.01
9.472,-89.32,-92.31,3.00
9.504,-89.29,-92.28,2.98
9.536,-89.27,-92.24,2.97
9.568,-89.24,-92.20,2.96
9.600,-89.21,-92.16,2.95
9.632,-89.19,-92.12,2.93
9.664,-89.16,-92.08,2.92
9.696,-89.13,-92.04,2.91
9.728,-89.11,-92.00,2.90
9.760,-89.08,-91.96,2.89
9.792,-89.05,-91.93,2.88
9.824,-89.02,-91.89,2.86
9.856,-89.00,-91.85,2.85
9.888,-88.97,-91.81,2.84
9.920,-88.94,-91.77,2.83
9.952,-88.91,-91.74,2.82
9.984,-88.88,-91.70,2.82
10.016,-88.86,-91.66,2.81
10.048,-88.83,-91.62,2.80
10.080,-88.80,-91.59,2.79
10.112,-88.77,-91.55,2.78
10.144,-88.74,-91.51,2.77
10.176,-88.71,-91.47,2.76
10.208,-88.68,-91.44,2.76
10.240,-88.65,-91.40,2.75
10.272,-88.62,-91.36,2.74
10.304,-88.59,-91.32,2.73
10.336,-88.56,-91.29,2.73
10.368,-88.53,-91.25,2.72
10.400,-88.50,-91.21,2.71
10.432,-88.46,-91.17,2.71
10.464,-88.43,-91.13,2.70
10.496,-88.40,-91.10,2.70
10.528,-88.37,-91.06,2.69
10.560,-88.33,-91.02,2.68
10.592,-88.30,-90.98,2.68
10.624,-88.27,-90.94,2.67
10.656,-88.23,-90.90,2.67
10.688,-88.20,-90.86,2.67
10.720,-88.16,-90.83,2.66
10.752,-88.13,-90.79,2.66
10.784,-88.09,-90.75,2.65
10.816,-88.06,-90.71,2.65
10.848,-88.02,-90.67,2.65
10.880,-87.98,-90.63,2.64
10.912,-87.95,-90.59,2.64
10.944,-87.91,-90.55,2.64
10.976,-87.87,-90.50,2.63
11.008,-87.83,-90.46,2.63
11.040,-87.79,-90.42,2.63
11.072,-87.75,-90.38,2.63
11.104,-87.71,-90.34,2.63
11.136,-87.67,-90.29,2.62
11.168,-87.63,-90.25,2.62
11.200,-87.59,-90.21,2.62
11.232,-87.54,-90.16,2.62
11.264,-87.50,-90.12,2.62
11.296,-87.45,-90.08,2.62
11.328,-87.41,-90.03,2.62
11.360,-87.36,-89.98,2.62
11.392,-87.32,-89.94,2.62
11.424,-87.27,-89.89,2.62
11.456,-87.22,-89.84,2.63
11.488,-87.17,-89.80,2.63
11.520,-87.12,-89.75,2.63
11.552,-88.00,-89.70,1.70
11.584,-88.39,-90.36,1.97
11.616,-88.60,-90.16,1.56
11.648,-88.73,-90.46,1.73
11.680,-88.81,-90.35,1.54
11.712,-88.87,-90.50,1.63
11.744,-88.91,-90.44,1.53
11.776,-88.94,-90.52,1.59
11.808,-88.95,-90.50,1.54
11.840,-88.97,-90.54,1.57
11.872,-88.97,-90.53,1.55
11.904,-88.98,-90.55,1.57
11.936,-88.98,-90.55,1.57
11.968,-88.98,-90.56,1.58
12.000,-88.97,-90.56,1.58
12.032,-88.97,-90.56,1.60
12.064,-88.96,-90.56,1.60
12.096,-88.95,-90.57,1.61
12.128,-88.95,-90.56,1.62
12.160,-88.94,-90.57,1.63
12.192,-88.93,-90.56,1.64
12.224,-88.92,-90.56,1.64
12.256,-88.91,-90.56,1.65
12.288,-88.90,-90.56,1.66
12.320,-88.89,-90.55,1.67
12.352,-88.88,-90.55,1.67
12.384,-88.86,-90.55,1.68
12.416,-88.85,-90.54,1.69
12.448,-88.84,-90.54,1.70
12.480,-88.83,-90.53,1.70
12.512,-88.82,-90.53,1.71
12.544,-88.81,-90.52,1.72
12.576,-88.79,-90.51,1.72
12.608,-88.78,-90.51,1.73
12.640,-88.77,-90.50,1.73
12.672,-88.75,-90.49,1.74
12.704,-88.74,-90.48,1.74
12.736,-88.73,-90.48,1.75
12.768,-88.71,-90.47,1.75
12.800,-88.70,-90.46,1.76
12.832,-88.69,-90.45,1.76
12.864,-88.67,-90.44,1.77
12.896,-88.66,-90.43,1.77
12.928,-88.64,-90.42,1.78
12.960,-88.63,-90.41,1.78
12.992,-88.62,-90.40,1.78
13.024,-88.60,-90.39,1.79
13.056,-88.59,-90.38,1.79
13.088,-88.57,-90.36,1.79
13.120,-88.56,-90.35,1.80
13.152,-88.54,-90.34,1.80
13.184,-88.53,-90.33,1.80
13.216,-88.51,-90.32,1.80
13.248,-88.49,-90.30,1.81
13.280,-88.48,-90.29,1.81
13.312,-88.46,-90.28,1.81
13.344,-88.45,-90.26,1.82
13.376,-88.43,-90.25,1.82
13.408,-88.41,-90.23,1.82
13.440,-88.40,-90.22,1.82
13.472,-88.38,-90.20,1.82
13.504,-88.36,-90.19,1.83
13.536,-88.35,-90.17,1.83
13.568,-88.33,-90.16,1.83
13.600,-88.31,-90.14,1.83
13.632,-88.29,-90.13,1.83
13.664,-88.27,-90.11,1.83
13.696,-88.26,-90.09,1.84
13.728,-88.24,-90.08,1.84
13.760,-88.22,-90.06,1.84
13.792,-88.20,-90.04,1.84
13.824,-88.18,-90.02,1.84
13.856,-88.16,-90.01,1.84
13.888,-88.14,-89.99,1.84
13.920,-88.12,-89.97,1.85
13.952,-88.10,-89.95,1.85
13.984,-88.08,-89.93,1.85
14.016,-88.06,-89.91,1.85
14.048,-88.04,-89.89,1.85
14.080,-88.02,-89.87,1.85
14.112,-88.00,-89.85,1.85
14.144,-87.98,-89.83,1.85
14.176,-87.96,-89.81,1.86
14.208,-87.94,-89.79,1.86
14.240,-87.91,-89.77,1.86
14.272,-87.89,-89.75,1.86
14.304,-87.87,-89.73,1.86
14.336,-87.85,-89.71,1.86
14.368,-87.82,-89.69,1.86
14.400,-87.80,-89.66,1.86
14.432,-87.77,-89.64,1.87
14.464,-87.75,-89.62,1.87
14.496,-87.73,-89.59,1.87
14.528,-87.70,-89.57,1.87
14.560,-87.68,-89.55,1.87
14.592,-87.65,-89.52,1.87
14.624,-87.62,-89.50,1.87
14.656,-87.60,-89.47,1.88
14.688,-87.57,-89.45,1.88
14.720,-87.54,-89.42,1.88
14.752,-87.52,-89.40,1.88
14.784,-87.49,-89.37,1.88
14.816,-87.46,-89.34,1.89
14.848,-87.43,-89.32,1.89
14.880,-87.40,-89.29,1.89
14.912,-87.37,-89.26,1.89
14.944,-87.34,-89.23,1.89
14.976,-87.31,-89.21,1.90
15.008,-87.28,-89.18,1.90
15.040,-87.24,-89.15,1.90
15.072,-87.21,-89.12,1.91
15.104,-87.18,-89.09,1.91
15.136,-87.14,-89.06,1.91
15.168,-87.11,-89.02,1.92
15.200,-87.07,-88.99,1.92
15.232,-87.04,-88.96,1.92
15.264,-87.00,-88.93,1.93
15.296,-86.96,-88.89,1.93
15.328,-86.92,-88.86,1.94
15.360,-86.88,-88.82,1.94
15.392,-87.89,-88.79,0.90
15.424,-88.32,-89.54,1.22
15.456,-88.55,-89.33,0.78
15.488,-88.70,-89.68,0.98
15.520,-88.79,-89.56,0.77
15.552,-88.86,-89.75,0.89
15.584,-88.90,-89.69,0.79
15.616,-88.94,-89.79,0.86
15.648,-88.96,-89.77,0.81
15.680,-88.98,-89.83,0.86
15.712,-88.99,-89.83,0.84
15.744,-89.00,-89.87,0.87
15.776,-89.00,-89.88,0.87
15.808,-89.01,-89.90,0.90
15.840,-89.01,-89.91,0.90
15.872,-89.01,-89.93,0.92
15.904,-89.00,-89.94,0.93
15.936,-89.00,-89.95,0.95
15.968,-89.00,-89.96,0.96
16.000,-88.99,-89.97,0.98
16.032,-88.99,-89.98,0.99
16.064,-88.98,-89.99,1.01
16.096,-88.98,-90.00,1.02
16.128,-88.97,-90.01,1.04
16.160,-88.96,-90.01,1.05
16.192,-88.96,-90.02,1.06
16.224,-88.95,-90.03,1.08
16.256,-88.94,-90.03,1.09
16.288,-88.94,-90.04,1.10
16.320,-88.93,-90.04,1.11
16.352,-88.92,-90.04,1.12
16.384,-88.91,-90.05,1.13
16.416,-88.90,-90.05,1.15
16.448,-88.89,-90.05,1.16
16.480,-88.89,-90.05,1.17
16.512,-88.88,-90.05,1.18
16.544,-88.87,-90.05,1.18
16.576,-88.86,-90.05,1.19
16.608,-88.85,-90.05,1.20
16.640,-88.84,-90.05,1.21
16.672,-88.83,-90.05,1.22
16.704,-88.82,-90.05,1.23
16.736,-88.81,-90.04,1.24
16.768,-88.80,-90.04,1.24
16.800,-88.79,-90.04,1.25
16.832,-88.78,-90.04,1.26
16.864,-88.77,-90.03,1.26
16.896,-88.76,-90.03,1.27
16.928,-88.75,-90.02,1.28
16.960,-88.74,-90.02,1.28
16.992,-88.72,-90.01,1.29
17.024,-88.71,-90.01,1.29
17.056,-88.70,-90.00,1.30
17.088,-88.69,-90.00,1.31
17.120,-88.68,-89.99,1.31
17.152,-88.67,-89.98,1.32
17.184,-88.65,-89.97,1.32
17.216,-88.64,-89.97,1.33
17.248,-88.63,-89.96,1.33
17.280,-88.62,-89.95,1.33
17.312,-88.60,-89.94,1.34
17.344,-88.59,-89.93,1.34
17.376,-88.58,-89.93,1.35
17.408,-88.57,-89.92,1.35
17.440,-88.55,-89.91,1.36
17.472,-88.54,-89.90,1.36
17.504,-88.52,-89.89,1.36
17.536,-88.51,-89.88,1.37
17.568,-88.50,-89.87,1.37
17.600,-88.48,-89.85,1.37
17.632,-88.47,-89.84,1.38
17.664,-88.45,-89.83,1.38
17.696,-88.44,-89.82,1.38
17.728,-88.42,-89.81,1.39
17.760,-88.41,-89.80,1.39
17.792,-88.39,-89.78,1.39
17.824,-88.38,-89.77,1.39
17.856,-88.36,-89.76,1.40
17.888,-88.34,-89.74,1.40
17.920,-88.33,-89.73,1.40
17.952,-88.31,-89.72,1.40
17.984,-88.30,-89.70,1.41
18.016,-88.28,-89.69,1.41
18.048,-88.26,-89.67,1.41
18.080,-88.24,-89.66,1.42
18.112,-88.23,-89.64,1.42
18.144,-88.21,-89.63,1.42
18.176,-88.19,-89.61,1.42
18.208,-88.17,-89.60,1.42
18.240,-88.15,-89.58,1.43
18.272,-88.13,-89.56,1.43
18.304,-88.11,-89.55,1.43
18.336,-88.09,-89.53,1.43
18.368,-88.07,-89.51,1.44
18.400,-88.05,-89.49,1.44
18.432,-88.03,-89.48,1.44
18.464,-88.01,-89.46,1.44
18.496,-87.99,-89.44,1.45
18.528,-87.97,-89.42,1.45
18.560,-87.95,-89.40,1.45
18.592,-87.93,-89.38,1.45
18.624,-87.90,-89.36,1.46
18.656,-87.88,-89.34,1.46
18.688,-87.86,-89.32,1.46
18.720,-87.83,-89.30,1.47
18.752,-87.81,-89.28,1.47
18.784,-87.78,-89.26,1.47
18.816,-87.76,-89.23,1.48
18.848,-87.73,-89.21,1.48
18.880,-87.71,-89.19,1.48
18.912,-87.68,-89.16,1.49
18.944,-87.65,-89.14,1.49
18.976,-87.62,-89.12,1.49
19.008,-87.59,-89.09,1.50
19.040,-87.57,-89.07,1.50
19.072,-87.54,-89.04,1.50
19.104,-87.50,-89.01,1.51
19.136,-87.47,-88.99,1.51
19.168,-87.44,-88.96,1.52
19.200,-87.41,-88.93,1.52
19.232,-88.28,-88.90,0.63
19.264,-88.65,-89.56,0.91
19.296,-88.84,-89.37,0.53
19.328,-88.96,-89.67,0.71
19.360,-89.04,-89.57,0.53
19.392,-89.09,-89.73,0.63
19.424,-89.13,-89.68,0.55
19.456,-89.16,-89.77,0.61
19.488,-89.18,-89.75,0.58
19.520,-89.19,-89.80,0.61
19.552,-89.20,-89.80,0.60
19.584,-89.21,-89.84,0.63
19.616,-89.21,-89.84,0.63
19.648,-89.21,-89.86,0.65
19.680,-89.22,-89.87,0.66
19.712,-89.22,-89.89,0.67
19.744,-89.21,-89.90,0.69
19.776,-89.21,-89.91,0.70
19.808,-89.21,-89.92,0.71
19.840,-89.21,-89.93,0.73
19.872,-89.20,-89.94,0.74
19.904,-89.20,-89.95,0.75
19.936,-89.19,-89.96,0.76
19.968,-89.19,-89.97,0.78
20.000,-89.18,-89.97,0.79
20.032,-89.18,-89.98,0.80
20.064,-89.17,-89.98,0.81
20.096,-89.17,-89.99,0.82
20.128,-89.16,-89.99,0.83
20.160,-89.16,-90.00,0.84
20.192,-89.15,-90.00,0.85
20.224,-89.14,-90.01,0.86
20.256,-89.14,-90.01,0.87
20.288,-89.13,-90.01,0.88
20.320,-89.12,-90.01,0.89
20.352,-89.12,-90.02,0.90
20.384,-89.11,-90.02,0.91
20.416,-89.10,-90.02,0.92
20.448,-89.09,-90.02,0.92
20.480,-89.09,-90.02,0.93
20.512,-89.08,-90.02,0.94
20.544,-89.07,-90.02,0.95
20.576,-89.06,-90.02,0.95
20.608,-89.06,-90.02,0.96
20.640,-89.05,-90.01,0.97
20.672,-89.04,-90.01,0.97
20.704,-89.03,-90.01,0.98
20.736,-89.02,-90.01,0.98
20.768,-89.01,-90.00,0.99
20.800,-89.01,-90.00,1.00
20.832,-89.00,-90.00,1.00
20.864,-88.99,-89.99,1.01
20.896,-88.98,-89.99,1.01
20.928,-88.97,-89.98,1.02
20.960,-88.96,-89.98,1.02
20.992,-88.95,-89.98,1.03
21.024,-88.94,-89.97,1.03
21.056,-88.93,-89.96,1.03
21.088,-88.92,-89.96,1.04
21.120,-88.91,-89.95,1.04
21.152,-88.90,-89.95,1.05
21.184,-88.89,-89.94,1.05
21.216,-88.88,-89.93,1.05
21.248,-88.87,-89.93,1.06
21.280,-88.86,-89.92,1.06
21.312,-88.85,-89.91,1.06
21.344,-88.84,-89.90,1.07
21.376,-88.82,-89.90,1.07
21.408,-88.81,-89.89,1.07
21.440,-88.80,-89.88,1.08
21.472,-88.79,-89.87,1.08
21.504,-88.78,-89.86,1.08
21.536,-88.77,-89.85,1.09
21.568,-88.75,-89.84,1.09
21.600,-88.74,-89.83,1.09
21.632,-88.73,-89.82,1.09
21.664,-88.72,-89.81,1.10
21.696,-88.70,-89.80,1.10
21.728,-88.69,-89.79,1.10
21.760,-88.68,-89.78,1.10
21.792,-88.66,-89.77,1.11
21.824,-88.65,-89.76,1.11
21.856,-88.64,-89.75,1.11
21.888,-88.62,-89.74,1.11
21.920,-88.61,-89.72,1.12
21.952,-88.59,-89.71,1.12
21.984,-88.58,-89.70,1.12
22.016,-88.56,-89.69,1.12
22.048,-88.55,-89.67,1.13
22.080,-88.53,-89.66,1.13
22.112,-88.52,-89.65,1.13
22.144,-88.50,-89.63,1.13
22.176,-88.49,-89.62,1.13
22.208,-88.47,-89.61,1.14
22.240,-88.45,-89.59,1.14
22.272,-88.44,-89.58,1.14
22.304,-88.42,-89.56,1.14
22.336,-88.40,-89.55,1.15
22.368,-88.38,-89.53,1.15
22.400,-88.36,-89.52,1.15
22.432,-88.35,-89.50,1.15
22.464,-88.33,-89.48,1.16
22.496,-88.31,-89.47,1.16
22.528,-88.29,-89.45,1.16
22.560,-88.27,-89.43,1.16
22.592,-88.25,-89.42,1.17
22.624,-88.23,-89.40,1.17
22.656,-88.21,-89.38,1.17
22.688,-88.18,-89.36,1.18
22.720,-88.16,-89.34,1.18
22.752,-88.14,-89.32,1.18
22.784,-88.12,-89.30,1.19
22.816,-88.09,-89.28,1.19
22.848,-88.07,-89.26,1.19
22.880,-88.04,-89.24,1.20
22.912,-88.02,-89.22,1.20
22.944,-87.99,-89.20,1.20
22.976,-87.97,-89.18,1.21
23.008,-87.94,-89.15,1.21
23.040,-87.91,-89.13,1.22
23.072,-88.64,-89.10,0.46
23.104,-88.94,-89.66,0.71
23.136,-89.10,-89.49,0.39
23.168,-89.19,-89.74,0.55
23.200,-89.26,-89.66,0.40
23.232,-89.30,-89.79,0.49
23.264,-89.33,-89.75,0.42
23.296,-89.35,-89.82,0.47
23.328,-89.37,-89.80,0.44
23.360,-89.38,-89.85,0.47
23.392,-89.38,-89.85,0.46
23.424,-89.39,-89.87,0.48
23.456,-89.39,-89.88,0.48
23.488,-89.40,-89.90,0.50
23.520,-89.40,-89.90,0.51
23.552,-89.40,-89.92,0.52
23.584,-89.40,-89.93,0.53
23.616,-89.39,-89.94,0.54
23.648,-89.39,-89.94,0.55
23.680,-89.39,-89.95,0.56
23.712,-89.39,-89.96,0.57
23.744,-89.38,-89.97,0.59
23.776,-89.38,-89.97,0.60
23.808,-89.38,-89.98,0.61
23.840,-89.37,-89.99,0.62
23.872,-89.37,-89.99,0.62
23.904,-89.36,-90.00,0.63
23.936,-89.36,-90.00,0.64
23.968,-89.35,-90.01,0.65
24.000,-89.35,-90.01,0.66
24.032,-89.34,-90.01,0.67
24.064,-89.34,-90.02,0.68
24.096,-89.33,-90.02,0.68
24.128,-89.33,-90.02,0.69
24.160,-89.32,-90.02,0.70
24.192,-89.32,-90.02,0.71
24.224,-89.31,-90.03,0.71
24.256,-89.31,-90.03,0.72
24.288,-89.30,-90.03,0.73
24.320,-89.29,-90.03,0.73
24.352,-89.29,-90.03,0.74
24.384,-89.28,-90.03,0.75
24.416,-89.27,-90.03,0.75
24.448,-89.27,-90.02,0.76
24.480,-89.26,-90.02,0.76
24.512,-89.26,-90.02,0.77
24.544,-89.25,-90.02,0.77
24.576,-89.24,-90.02,0.78
24.608,-89.23,-90.02,0.78
24.640,-89.23,-90.01,0.79
24.672,-89.22,-90.01,0.79
24.704,-89.21,-90.01,0.79
24.736,-89.21,-90.00,0.80
24.768,-89.20,-90.00,0.80
24.800,-89.19,-90.00,0.81
24.832,-89.18,-89.99,0.81
24.864,-89.17,-89.99,0.81
24.896,-89.17,-89.98,0.82
24.928,-89.16,-89.98,0.82
24.960,-89.15,-89.97,0.82
24.992,-89.14,-89.97,0.83
25.024,-89.13,-89.96,0.83
25.056,-89.13,-89.96,0.83
25.088,-89.12,-89.95,0.84
25.120,-89.11,-89.95,0.84
25.152,-89.10,-89.94,0.84
25.184,-89.09,-89.94,0.85
25.216,-89.08,-89.93,0.85
25.248,-89.07,-89.92,0.85
25.280,-89.06,-89.92,0.85
25.312,-89.05,-89.91,0.86
25.344,-89.04,-89.90,0.86
