time_s,reference_heading_deg,actual_heading_deg,heading_error_deg
51.776,-2.26,-0.82,-1.44
51.808,-2.28,-0.84,-1.44
51.840,-2.31,-0.87,-1.44
51.872,-1.62,-0.89,-0.73
51.904,-1.30,-0.37,-0.93
51.936,-1.13,-0.50,-0.63
51.968,-1.02,-0.26,-0.76
52.000,-0.95,-0.34,-0.62
52.032,-0.90,-0.21,-0.69
52.064,-0.87,-0.24,-0.63
52.096,-0.84,-0.17,-0.67
52.128,-0.82,-0.18,-0.64
52.160,-0.81,-0.14,-0.67
52.192,-0.80,-0.14,-0.66
52.224,-0.80,-0.11,-0.68
52.256,-0.79,-0.11,-0.68
52.288,-0.79,-0.09,-0.70
52.320,-0.79,-0.08,-0.71
52.352,-0.79,-0.07,-0.72
52.384,-0.79,-0.06,-0.73
52.416,-0.79,-0.05,-0.74
52.448,-0.80,-0.04,-0.75
52.480,-0.80,-0.03,-0.76
52.512,-0.80,-0.03,-0.77
52.544,-0.81,-0.02,-0.79
52.576,-0.81,-0.02,-0.80
52.608,-0.82,-0.01,-0.81
52.640,-0.82,-0.01,-0.82
52.672,-0.83,-0.00,-0.83
52.704,-0.83,0.00,-0.84
52.736,-0.84,0.01,-0.85
52.768,-0.84,0.01,-0.85
52.800,-0.85,0.01,-0.86
52.832,-0.86,0.02,-0.87
52.864,-0.86,0.02,-0.88
52.896,-0.87,0.02,-0.89
52.928,-0.87,0.02,-0.90
52.960,-0.88,0.02,-0.90
52.992,-0.89,0.02,-0.91
53.024,-0.89,0.02,-0.92
53.056,-0.90,0.02,-0.92
53.088,-0.91,0.02,-0.93
53.120,-0.91,0.02,-0.94
53.152,-0.92,0.02,-0.94
53.184,-0.93,0.02,-0.95
53.216,-0.94,0.02,-0.95
53.248,-0.94,0.02,-0.96
53.280,-0.95,0.01,-0.96
53.312,-0.96,0.01,-0.97
53.344,-0.97,0.01,-0.97
53.376,-0.97,0.00,-0.98
53.408,-0.98,0.00,-0.98
53.440,-0.99,-0.00,-0.99
53.472,-1.00,-0.01,-0.99
53.504,-1.01,-0.01,-1.00
53.536,-1.02,-0.02,-1.00
53.568,-1.02,-0.02,-1.00
53.600,-1.03,-0.02,-1.01
53.632,-1.04,-0.03,-1.01
53.664,-1.05,-0.04,-1.02
53.696,-1.06,-0.04,-1.02
53.728,-1.07,-0.05,-1.02
53.760,-1.08,-0.05,-1.03
53.792,-1.09,-0.06,-1.03
53.824,-1.10,-0.07,-1.03
53.856,-1.11,-0.07,-1.03
53.888,-1.12,-0.08,-1.04
53.920,-1.13,-0.09,-1.04
53.952,-1.14,-0.09,-1.04
53.984,-1.15,-0.10,-1.05
54.016,-1.16,-0.11,-1.05
54.048,-1.17,-0.12,-1.05
54.080,-1.18,-0.12,-1.05
54.112,-1.19,-0.13,-1.05
54.144,-1.20,-0.14,-1.06
54.176,-1.21,-0.15,-1.06
54.208,-1.22,-0.16,-1.06
54.240,-1.23,-0.17,-1.06
54.272,-1.24,-0.18,-1.06
54.304,-1.25,-0.19,-1.07
54.336,-1.26,-0.20,-1.07
54.368,-1.28,-0.21,-1.07
54.400,-1.29,-0.22,-1.07
54.432,-1.30,-0.23,-1.07
54.464,-1.31,-0.24,-1.08
54.496,-1.32,-0.25,-1.08
54.528,-1.34,-0.26,-1.08
54.560,-1.35,-0.27,-1.08
54.592,-1.36,-0.28,-1.08
54.624,-1.37,-0.29,-1.08
54.656,-1.39,-0.30,-1.09
54.688,-1.40,-0.31,-1.09
54.720,-1.41,-0.32,-1.09
54.752,-1.43,-0.34,-1.09
54.784,-1.44,-0.35,-1.09
54.816,-1.45,-0.36,-1.09
54.848,-1.47,-0.37,-1.09
54.880,-1.48,-0.39,-1.10
54.912,-1.50,-0.40,-1.10
54.944,-1.51,-0.41,-1.10
54.976,-1.53,-0.43,-1.10
55.008,-1.54,-0.44,-1.10
55.040,-1.56,-0.45,-1.10
55.072,-1.57,-0.47,-1.11
55.104,-1.59,-0.48,-1.11
55.136,-1.61,-0.50,-1.11
55.168,-1.62,-0.51,-1.11
55.200,-1.64,-0.53,-1.11
55.232,-1.66,-0.54,-1.11
55.264,-1.67,-0.56,-1.12
55.296,-1.69,-0.57,-1.12
55.328,-1.71,-0.59,-1.12
55.360,-1.73,-0.61,-1.12
55.392,-1.75,-0.62,-1.12
55.424,-1.76,-0.64,-1.13
55.456,-1.78,-0.66,-1.13
55.488,-1.80,-0.67,-1.13
55.520,-1.82,-0.69,-1.13
55.552,-1.84,-0.71,-1.13
55.584,-1.87,-0.73,-1.14
55.616,-1.89,-0.75,-1.14
55.648,-1.91,-0.77,-1.14
55.680,-1.93,-0.79,-1.15
55.712,-1.33,-0.81,-0.52
55.744,-1.06,-0.35,-0.71
55.776,-0.92,-0.47,-0.45
55.808,-0.83,-0.26,-0.56
55.840,-0.77,-0.33,-0.44
55.872,-0.73,-0.22,-0.51
55.904,-0.70,-0.25,-0.45
55.936,-0.68,-0.19,-0.49
55.968,-0.66,-0.20,-0.47
56.000,-0.65,-0.16,-0.49
56.032,-0.64,-0.16,-0.48
56.064,-0.64,-0.13,-0.50
56.096,-0.63,-0.13,-0.50
56.128,-0.63,-0.11,-0.52
56.160,-0.63,-0.11,-0.52
56.192,-0.63,-0.09,-0.54
56.224,-0.63,-0.09,-0.54
56.256,-0.63,-0.08,-0.56
56.288,-0.64,-0.07,-0.56
56.320,-0.64,-0.06,-0.57
56.352,-0.64,-0.06,-0.58
56.384,-0.64,-0.05,-0.59
56.416,-0.65,-0.05,-0.60
56.448,-0.65,-0.04,-0.61
56.480,-0.65,-0.04,-0.62
56.512,-0.66,-0.03,-0.63
56.544,-0.66,-0.03,-0.64
56.576,-0.67,-0.02,-0.64
56.608,-0.67,-0.02,-0.65
56.640,-0.68,-0.02,-0.66
56.672,-0.68,-0.01,-0.67
56.704,-0.69,-0.01,-0.67
56.736,-0.69,-0.01,-0.68
56.768,-0.70,-0.01,-0.69
56.800,-0.70,-0.01,-0.69
56.832,-0.71,-0.00,-0.70
56.864,-0.71,-0.00,-0.71
56.896,-0.72,-0.00,-0.71
56.928,-0.72,-0.00,-0.72
56.960,-0.73,-0.00,-0.72
56.992,-0.73,-0.00,-0.73
57.024,-0.74,-0.00,-0.73
57.056,-0.74,-0.01,-0.74
57.088,-0.75,-0.01,-0.74
57.120,-0.76,-0.01,-0.75
57.152,-0.76,-0.01,-0.75
57.184,-0.77,-0.01,-0.76
57.216,-0.78,-0.01,-0.76
57.248,-0.78,-0.02,-0.77
57.280,-0.79,-0.02,-0.77
57.312,-0.79,-0.02,-0.77
57.344,-0.80,-0.02,-0.78
57.376,-0.81,-0.03,-0.78
57.408,-0.82,-0.03,-0.78
57.440,-0.82,-0.03,-0.79
57.472,-0.83,-0.04,-0.79
57.504,-0.84,-0.04,-0.79
57.536,-0.84,-0.05,-0.80
57.568,-0.85,-0.05,-0.80
57.600,-0.86,-0.06,-0.80
57.632,-0.87,-0.06,-0.81
57.664,-0.87,-0.06,-0.81
57.696,-0.88,-0.07,-0.81
57.728,-0.89,-0.08,-0.81
57.760,-0.90,-0.08,-0.82
57.792,-0.90,-0.09,-0.82
57.824,-0.91,-0.09,-0.82
57.856,-0.92,-0.10,-0.82
57.888,-0.93,-0.10,-0.83
57.920,-0.94,-0.11,-0.83
57.952,-0.95,-0.12,-0.83
57.984,-0.95,-0.12,-0.83
58.016,-0.96,-0.13,-0.83
58.048,-0.97,-0.14,-0.83
58.080,-0.98,-0.14,-0.84
58.112,-0.99,-0.15,-0.84
58.144,-1.00,-0.16,-0.84
58.176,-1.01,-0.17,-0.84
58.208,-1.02,-0.17,-0.84
58.240,-1.03,-0.18,-0.85
58.272,-1.04,-0.19,-0.85
58.304,-1.05,-0.20,-0.85
58.336,-1.06,-0.21,-0.85
58.368,-1.07,-0.22,-0.85
58.400,-1.08,-0.22,-0.85
58.432,-1.09,-0.23,-0.85
58.464,-1.10,-0.24,-0.86
58.496,-1.11,-0.25,-0.86
58.528,-1.12,-0.26,-0.86
58.560,-1.13,-0.27,-0.86
58.592,-1.14,-0.28,-0.86
58.624,-1.15,-0.29,-0.86
58.656,-1.16,-0.30,-0.86
58.688,-1.18,-0.31,-0.87
58.720,-1.19,-0.32,-0.87
58.752,-1.20,-0.33,-0.87
58.784,-1.21,-0.34,-0.87
58.816,-1.22,-0.35,-0.87
58.848,-1.24,-0.36,-0.87
58.880,-1.25,-0.37,-0.87
58.912,-1.26,-0.39,-0.88
58.944,-1.28,-0.40,-0.88
58.976,-1.29,-0.41,-0.88
59.008,-1.30,-0.42,-0.88
59.040,-1.32,-0.43,-0.88
59.072,-1.33,-0.45,-0.88
59.104,-1.34,-0.46,-0.89
59.136,-1.36,-0.47,-0.89
59.168,-1.37,-0.48,-0.89
59.200,-1.39,-0.50,-0.89
59.232,-1.41,-0.51,-0.89
59.264,-1.42,-0.53,-0.90
59.296,-1.44,-0.54,-0.90
59.328,-1.45,-0.55,-0.90
59.360,-1.47,-0.57,-0.90
59.392,-1.49,-0.58,-0.90
59.424,-1.51,-0.60,-0.91
59.456,-1.52,-0.61,-0.91
59.488,-1.54,-0.63,-0.91
59.520,-1.56,-0.65,-0.91
59.552,-1.06,-0.66,-0.39
59.584,-0.84,-0.28,-0.55
59.616,-0.72,-0.39,-0.33
59.648,-0.65,-0.21,-0.43
59.680,-0.60,-0.27,-0.33
59.712,-0.57,-0.18,-0.39
59.744,-0.54,-0.20,-0.34
59.776,-0.53,-0.15,-0.38
59.808,-0.51,-0.16,-0.35
59.840,-0.51,-0.13,-0.38
59.872,-0.50,-0.13,-0.37
59.904,-0.50,-0.11,-0.39
59.936,-0.49,-0.11,-0.39
59.968,-0.49,-0.09,-0.40
60.000,-0.49,-0.09,-0.40
60.032,-0.49,-0.08,-0.41
60.064,-0.49,-0.07,-0.42
60.096,-0.49,-0.06,-0.43
60.128,-0.49,-0.06,-0.44
60.160,-0.50,-0.05,-0.45
60.192,-0.50,-0.04,-0.45
60.224,-0.50,-0.04,-0.46
60.256,-0.50,-0.03,-0.47
60.288,-0.51,-0.03,-0.48
60.320,-0.51,-0.03,-0.48
60.352,-0.51,-0.02,-0.49
60.384,-0.51,-0.02,-0.50
60.416,-0.52,-0.01,-0.50
60.448,-0.52,-0.01,-0.51
60.480,-0.53,-0.01,-0.52
60.512,-0.53,-0.01,-0.52
60.544,-0.53,-0.00,-0.53
60.576,-0.54,-0.00,-0.53
60.608,-0.54,-0.00,-0.54
60.640,-0.54,-0.00,-0.54
60.672,-0.55,0.00,-0.55
60.704,-0.55,0.00,-0.56
60.736,-0.56,0.00,-0.56
60.768,-0.56,0.00,-0.56
60.800,-0.57,0.00,-0.57
60.832,-0.57,0.00,-0.57
60.864,-0.58,0.00,-0.58
60.896,-0.58,0.00,-0.58
60.928,-0.59,0.00,-0.59
60.960,-0.59,-0.00,-0.59
60.992,-0.60,-0.00,-0.59
61.024,-0.60,-0.00,-0.60
61.056,-0.61,-0.00,-0.60
61.088,-0.61,-0.01,-0.60
61.120,-0.62,-0.01,-0.61
61.152,-0.62,-0.01,-0.61
61.184,-0.63,-0.01,-0.61
61.216,-0.63,-0.02,-0.62
61.248,-0.64,-0.02,-0.62
61.280,-0.64,-0.02,-0.62
61.312,-0.65,-0.02,-0.62
61.344,-0.65,-0.03,-0.63
61.376,-0.66,-0.03,-0.63
61.408,-0.67,-0.03,-0.63
61.440,-0.67,-0.04,-0.63
61.472,-0.68,-0.04,-0.64
61.504,-0.68,-0.05,-0.64
61.536,-0.69,-0.05,-0.64
61.568,-0.70,-0.05,-0.64
61.600,-0.70,-0.06,-0.65
61.632,-0.71,-0.06,-0.65
61.664,-0.72,-0.07,-0.65
61.696,-0.72,-0.07,-0.65
61.728,-0.73,-0.08,-0.65
61.760,-0.74,-0.08,-0.65
61.792,-0.74,-0.09,-0.66
61.824,-0.75,-0.09,-0.66
61.856,-0.76,-0.10,-0.66
61.888,-0.76,-0.10,-0.66
61.920,-0.77,-0.11,-0.66
61.952,-0.78,-0.11,-0.66
61.984,-0.79,-0.12,-0.67
62.016,-0.79,-0.13,-0.67
62.048,-0.80,-0.13,-0.67
62.080,-0.81,-0.14,-0.67
62.112,-0.82,-0.15,-0.67
62.144,-0.83,-0.15,-0.67
62.176,-0.83,-0.16,-0.67
62.208,-0.84,-0.17,-0.68
62.240,-0.85,-0.17,-0.68
62.272,-0.86,-0.18,-0.68
62.304,-0.87,-0.19,-0.68
62.336,-0.88,-0.20,-0.68
62.368,-0.89,-0.20,-0.68
62.400,-0.89,-0.21,-0.68
62.432,-0.90,-0.22,-0.68
62.464,-0.91,-0.23,-0.69
62.496,-0.92,-0.24,-0.69
62.528,-0.93,-0.24,-0.69
62.560,-0.94,-0.25,-0.69
62.592,-0.95,-0.26,-0.69
62.624,-0.96,-0.27,-0.69
62.656,-0.97,-0.28,-0.69
62.688,-0.98,-0.29,-0.69
62.720,-0.99,-0.30,-0.70
62.752,-1.00,-0.31,-0.70
62.784,-1.01,-0.32,-0.70
62.816,-1.03,-0.33,-0.70
62.848,-1.04,-0.34,-0.70
62.880,-1.05,-0.35,-0.70
62.912,-1.06,-0.36,-0.70
62.944,-1.07,-0.37,-0.71
62.976,-1.08,-0.38,-0.71
63.008,-1.10,-0.39,-0.71
63.040,-1.11,-0.40,-0.71
63.072,-1.12,-0.41,-0.71
63.104,-1.14,-0.42,-0.71
63.136,-1.15,-0.43,-0.72
63.168,-1.16,-0.45,-0.72
63.200,-1.18,-0.46,-0.72
63.232,-1.19,-0.47,-0.72
63.264,-1.21,-0.48,-0.73
63.296,-1.22,-0.50,-0.73
63.328,-1.24,-0.51,-0.73
63.360,-1.25,-0.52,-0.73
63.392,-0.83,-0.54,-0.30
63.424,-0.65,-0.22,-0.44
63.456,-0.56,-0.31,-0.25
63.488,-0.50,-0.16,-0.34
63.520,-0.46,-0.21,-0.25
63.552,-0.44,-0.14,-0.30
63.584,-0.42,-0.16,-0.26
63.616,-0.41,-0.11,-0.29
63.648,-0.40,-0.12,-0.27
63.680,-0.39,-0.10,-0.29
63.712,-0.38,-0.10,-0.29
63.744,-0.38,-0.08,-0.30
63.776,-0.38,-0.08,-0.30
63.808,-0.38,-0.07,-0.31
63.840,-0.38,-0.06,-0.31
63.872,-0.38,-0.05,-0.32
63.904,-0.38,-0.05,-0.33
63.936,-0.38,-0.04,-0.34
63.968,-0.38,-0.04,-0.34
64.000,-0.38,-0.03,-0.35
64.032,-0.38,-0.03,-0.35
64.064,-0.39,-0.02,-0.36
64.096,-0.39,-0.02,-0.37
64.128,-0.39,-0.02,-0.37
64.160,-0.39,-0.01,-0.38
64.192,-0.39,-0.01,-0.38
64.224,-0.40,-0.01,-0.39
64.256,-0.40,-0.00,-0.40
64.288,-0.40,-0.00,-0.40
64.320,-0.41,-0.00,-0.41
64.352,-0.41,0.00,-0.41
64.384,-0.41,0.00,-0.42
64.416,-0.42,0.01,-0.42
64.448,-0.42,0.01,-0.42
64.480,-0.42,0.01,-0.43
64.512,-0.42,0.01,-0.43
64.544,-0.43,0.01,-0.44
64.576,-0.43,0.01,-0.44
64.608,-0.44,0.01,-0.45
64.640,-0.44,0.01,-0.45
64.672,-0.44,0.01,-0.45
64.704,-0.45,0.01,-0.46
64.736,-0.45,0.01,-0.46
64.768,-0.45,0.01,-0.46
64.800,-0.46,0.01,-0.47
64.832,-0.46,0.01,-0.47
64.864,-0.47,0.01,-0.47
64.896,-0.47,0.00,-0.47
64.928,-0.47,0.00,-0.48
64.960,-0.48,0.00,-0.48
64.992,-0.48,-0.00,-0.48
65.024,-0.49,-0.00,-0.49
65.056,-0.49,-0.00,-0.49
65.088,-0.50,-0.01,-0.49
65.120,-0.50,-0.01,-0.49
65.152,-0.51,-0.01,-0.49
65.184,-0.51,-0.01,-0.50
65.216,-0.51,-0.02,-0.50
65.248,-0.52,-0.02,-0.50
65.280,-0.52,-0.02,-0.50
65.312,-0.53,-0.02,-0.50
65.344,-0.53,-0.03,-0.51
65.376,-0.54,-0.03,-0.51
65.408,-0.54,-0.03,-0.51
65.440,-0.55,-0.04,-0.51
65.472,-0.56,-0.04,-0.51
65.504,-0.56,-0.05,-0.51
65.536,-0.57,-0.05,-0.52
65.568,-0.57,-0.05,-0.52
65.600,-0.58,-0.06,-0.52
65.632,-0.58,-0.06,-0.52
65.664,-0.59,-0.07,-0.52
65.696,-0.59,-0.07,-0.52
65.728,-0.60,-0.08,-0.52
65.760,-0.61,-0.08,-0.53
65.792,-0.61,-0.08,-0.53
65.824,-0.62,-0.09,-0.53
65.856,-0.62,-0.09,-0.53
65.888,-0.63,-0.10,-0.53
65.920,-0.64,-0.11,-0.53
65.952,-0.64,-0.11,-0.53
65.984,-0.65,-0.12,-0.53
66.016,-0.66,-0.12,-0.54
66.048,-0.66,-0.13,-0.54
66.080,-0.67,-0.13,-0.54
66.112,-0.68,-0.14,-0.54
66.144,-0.68,-0.14,-0.54
66.176,-0.69,-0.15,-0.54
66.208,-0.70,-0.16,-0.54
66.240,-0.71,-0.16,-0.54
66.272,-0.71,-0.17,-0.54
66.304,-0.72,-0.18,-0.55
66.336,-0.73,-0.18,-0.55
66.368,-0.74,-0.19,-0.55
66.400,-0.75,-0.20,-0.55
66.432,-0.75,-0.20,-0.55
66.464,-0.76,-0.21,-0.55
66.496,-0.77,-0.22,-0.55
66.528,-0.78,-0.23,-0.55
66.560,-0.79,-0.23,-0.55
